Item#,Total sales,Stockout_time,Cluster_k2,Lost_Pct_k2,Est_Demand_k2,Cluster_k4,Lost_Pct_k4,Est_Demand_k4
673,6018,hour 14,0.0,0.273949721552534,8288.682173455618,1.0,0.27324024855531603,8280.590646409853
675,4106,hour 21,1.0,0.06986376576233566,4414.407103885444,0.0,0.06992211848965856,4414.684062083403
676,3198,hour 15,0.0,0.2399319183518102,4207.517822699793,1.0,0.23928971379195121,4203.965764603017
677,5441,hour 1,0.0,0.8090669248215284,28496.896071642455,1.0,0.8150598543929426,29420.329383542827
678,3423,hour 14,0.0,0.273949721552534,4714.549531362343,1.0,0.27324024855531603,4709.947122409592
679,3444,hour 21,0.0,0.06829150470633105,3696.4351161298273,3.0,0.07019385100879082,3703.9978749727125
683,4035,hour 21,1.0,0.06986376576233566,4338.074199751039,0.0,0.06992211848965856,4338.346368852053
685,5370,hour 19,0.0,0.11404228367867734,6061.237349223997,1.0,0.11326690527320496,6055.93727349774
688,5105,hour 24,0.0,0.0,5105.0,1.0,0.0,5105.0
692,7571,hour 24,1.0,0.0,7571.0,2.0,0.0,7571.0
694,2831,hour 1,0.0,0.8090669248215284,14827.184851832344,1.0,0.8150598543929426,15307.655299542317
699,3022,hour 17,1.0,0.1758437668697013,3666.7804944238324,3.0,0.17700975109198575,3671.975462661611
700,12871,hour 24,0.0,0.0,12871.0,1.0,0.0,12871.0
703,3985,hour 22,0.0,0.044946664095258465,4172.541836341452,1.0,0.044269514201368265,4169.585525641192
704,5540,hour 1,0.0,0.8090669248215284,29015.402359290423,1.0,0.8150598543929426,29955.637710866984
705,2944,hour 24,0.0,0.0,2944.0,1.0,0.0,2944.0
706,5430,hour 1,0.0,0.8090669248215284,28439.28426190379,1.0,0.8150598543929426,29360.85068050681
707,3481,hour 1,1.0,0.7848918709421551,16182.559047147497,0.0,0.7840067423939935,16116.243805858492
708,5181,hour 21,0.0,0.06829150470633105,5560.752130275446,1.0,0.06717384420128529,5554.0895458316845
711,4413,hour 23,0.0,0.022090288934363222,4512.686549754287,1.0,0.021351565090216153,4509.280189475611
712,4451,hour 22,0.0,0.044946664095258465,4660.472701017768,0.0,0.044726577455825874,4659.398968879169
713,6204,hour 1,1.0,0.7848918709421551,28841.308913675115,3.0,0.7867050903026241,29086.488790577674
715,3704,hour 1,1.0,0.7848918709421551,17219.246972316672,0.0,0.7840067423939935,17148.683440649194
716,3322,hour 17,0.0,0.17145845538078722,4009.454953193384,1.0,0.17048161302869363,4004.733411792246
717,3557,hour 24,1.0,0.0,3557.0,3.0,0.0,3557.0
719,5604,hour 21,0.0,0.06829150470633105,6014.756791751322,1.0,0.06717384420128529,6007.5502441306235
720,3960,hour 1,1.0,0.7848918709421551,18409.346115111774,2.0,0.7857769156876936,18485.40278799688
721,9552,hour 1,0.0,0.8090669248215284,50028.00060215562,1.0,0.8150598543929426,51649.142854549
723,3050,hour 22,1.0,0.04555268294746415,3195.5666337025477,2.0,0.04701612678070596,3200.473885981652
726,4608,hour 17,0.0,0.17145845538078722,5561.579898950968,1.0,0.17048161302869363,5555.030572407787
727,5478,hour 22,1.0,0.04555268294746415,5739.447219482805,0.0,0.044726577455825874,5734.483835434754
728,5210,hour 23,0.0,0.022090288934363222,5327.690216229285,1.0,0.021351565090216153,5323.668657867195
733,4228,hour 22,1.0,0.04555268294746415,4429.788763047335,2.0,0.04701612678070596,4436.591340960795
734,4331,hour 19,0.0,0.11404228367867734,4888.495150742855,2.0,0.11477299909394767,4892.530385502376
735,2757,hour 19,0.0,0.11404228367867734,3111.8866614172366,1.0,0.11326690527320496,3109.1655610862695
741,3921,hour 21,0.0,0.06829150470633105,4208.397819496241,1.0,0.06717384420128529,4203.355550898676
742,2668,hour 23,1.0,0.021724438884864146,2727.247931000901,0.0,0.02135374878466861,2726.214908284526
744,3355,hour 24,0.0,0.0,3355.0,1.0,0.0,3355.0
749,3930,hour 15,0.0,0.2399319183518102,5170.589444405938,1.0,0.23928971379195121,5166.224344868623
750,7831,hour 23,1.0,0.021724438884864146,8004.902004373335,0.0,0.02135374878466861,8001.869920081006
752,4134,hour 20,0.0,0.09144432717405883,4550.078903961652,1.0,0.09071918572273498,4546.450266066461
753,4235,hour 20,0.0,0.09144432717405883,4661.244353719787,1.0,0.09071918572273498,4657.5270626007405
756,6006,hour 23,1.0,0.021724438884864146,6139.374465364098,2.0,0.022376659513252316,6143.470344120139
757,2977,hour 19,0.0,0.11404228367867734,3360.205509988797,1.0,0.11326690527320496,3357.267274339436
758,4061,hour 1,1.0,0.7848918709421551,18878.877417542655,2.0,0.7857769156876936,18956.873919710943
760,4017,hour 20,0.0,0.09144432717405883,4421.303085925002,1.0,0.09071918572273498,4417.777145328731
765,8058,hour 17,0.0,0.17145845538078722,9725.523182670768,1.0,0.17048161302869363,9714.070388989137
766,3290,hour 1,0.0,0.8090669248215284,17231.168549109294,1.0,0.8150598543929426,17789.539362590684
770,4861,hour 20,0.0,0.09144432717405883,5350.250012616737,1.0,0.09071918572273498,5345.9832470607325
771,5017,hour 22,0.0,0.044946664095258465,5253.109759830631,3.0,0.04539681325758836,5255.586896918435
778,5998,hour 24,1.0,0.0,5998.0,0.0,0.0,5998.0
782,2800,hour 23,1.0,0.021724438884864146,2862.1792379319804,3.0,0.02205865980218666,2863.15741538611
785,3889,hour 1,0.0,0.8090669248215284,20368.393461241958,1.0,0.8150598543929426,21028.425100642908
786,5310,hour 1,0.0,0.8090669248215284,27810.791792027463,1.0,0.8150598543929426,28711.992101932075
787,3211,hour 23,1.0,0.021724438884864146,3282.3062617855676,3.0,0.02205865980218666,3283.428021716
789,3351,hour 18,0.0,0.13795094439466954,3887.24977796876,1.0,0.13669242395983358,3881.5829873408766
792,5761,hour 21,1.0,0.06986376576233566,6193.716348145163,3.0,0.07019385100879082,6195.915144517362
793,3102,hour 23,1.0,0.021724438884864146,3170.8857128803584,3.0,0.02205865980218666,3171.969393759898
796,7566,hour 24,1.0,0.0,7566.0,2.0,0.0,7566.0
797,2782,hour 23,0.0,0.022090288934363222,2844.8434129654265,3.0,0.02205865980218666,2844.7514034300566
798,3402,hour 1,0.0,0.8090669248215284,17817.761520993867,2.0,0.7857769156876936,15880.641486051867
800,2856,hour 23,1.0,0.021724438884864146,2919.4228226906203,3.0,0.02205865980218666,2920.4205636938327
801,3714,hour 23,0.0,0.022090288934363222,3797.8966339876324,1.0,0.021351565090216153,3795.0298263567684
802,2909,hour 23,1.0,0.021724438884864146,2973.5997868371896,3.0,0.02205865980218666,2974.6160433422124
804,3540,hour 1,1.0,0.7848918709421551,16456.83970896356,3.0,0.7867050903026241,16596.73925187701
805,5314,hour 1,0.0,0.8090669248215284,27831.74154102334,1.0,0.8150598543929426,28733.6207212179
809,2882,hour 1,1.0,0.7848918709421551,13397.913005998014,2.0,0.7857769156876936,13453.265362375509
810,3003,hour 21,0.0,0.06829150470633105,3223.1111073571055,1.0,0.06717384420128529,3219.2493545903394
811,4939,hour 22,1.0,0.04555268294746415,5174.72249306783,2.0,0.04701612678070596,5182.669023889633
812,3464,hour 17,1.0,0.1758437668697013,4203.086576004022,2.0,0.1741742799188341,4194.5896280144225
814,2707,hour 20,1.0,0.09342265784630799,2985.9559401398346,3.0,0.09361335628053868,2986.5841677581607
816,4462,hour 1,0.0,0.8090669248215284,23369.44500490142,1.0,0.8150598543929426,24126.72481333727
826,8382,hour 23,0.0,0.022090288934363222,8571.343453442201,1.0,0.021351565090216153,8564.873453021657
829,2783,hour 23,0.0,0.022090288934363222,2845.8660022583686,3.0,0.02205865980218666,2845.7739596498377
831,3546,hour 22,1.0,0.04555268294746415,3715.239109216142,3.0,0.04539681325758836,3714.632476873185
836,5122,hour 14,0.0,0.273949721552534,7054.607858497787,1.0,0.27324024855531603,7047.721051995891
839,5041,hour 23,0.0,0.022090288934363222,5154.87262572204,1.0,0.021351565090216153,5150.981517141752
840,3239,hour 1,0.0,0.8090669248215284,16964.059249411857,1.0,0.8150598543929426,17513.77446669642
841,3999,hour 24,1.0,0.0,3999.0,3.0,0.0,3999.0
843,5604,hour 21,1.0,0.06986376576233566,6024.923869988803,2.0,0.06979056944271811,6024.4497807796715
844,3242,hour 20,1.0,0.09342265784630799,3576.0876091368095,3.0,0.09361335628053868,3576.8399969973984
850,4963,hour 15,0.0,0.2399319183518102,6529.678222032231,1.0,0.23928971379195121,6524.16575663689
851,3959,hour 1,0.0,0.8090669248215284,20735.014068669818,1.0,0.8150598543929426,21406.925938144836
852,5769,hour 21,1.0,0.06986376576233566,6202.317238751856,0.0,0.06992211848965856,6202.706369741634
855,4239,hour 23,0.0,0.022090288934363222,4334.75601278233,1.0,0.021351565090216153,4331.483961746457
857,4152,hour 19,0.0,0.11404228367867734,4686.453905768722,1.0,0.11326690527320496,4682.355970123392
860,2950,hour 24,0.0,0.0,2950.0,3.0,0.0,2950.0
864,4389,hour 1,0.0,0.8090669248215284,22987.112085726654,1.0,0.8150598543929426,23732.002511370974
866,3708,hour 24,1.0,0.0,3708.0,3.0,0.0,3708.0
868,2880,hour 21,0.0,0.06829150470633105,3091.095567495326,1.0,0.06717384420128529,3087.391988418308
873,5950,hour 1,0.0,0.8090669248215284,31162.75163136787,2.0,0.7857769156876936,27774.78449206602
876,3213,hour 18,1.0,0.1410032668717371,3740.4100342722077,3.0,0.1422641523843391,3745.9084972739756
880,7822,hour 1,0.0,0.8090669248215284,40967.23416143857,1.0,0.8150598543929426,42294.76501342988
881,3441,hour 20,0.0,0.09144432717405883,3787.3298278984144,1.0,0.09071918572273498,3784.3094740045217
884,6857,hour 1,1.0,0.7848918709421551,31876.99149275794,0.0,0.7840067423939935,31746.361326277412
887,3745,hour 23,1.0,0.021724438884864146,3828.164730734024,0.0,0.02135374878466861,3826.7147044698463
890,3611,hour 22,0.0,0.044946664095258465,3780.9406702707615,1.0,0.044269514201368265,3778.261815079133
891,5434,hour 24,0.0,0.0,5434.0,1.0,0.0,5434.0
893,3618,hour 23,0.0,0.022090288934363222,3699.7280618651735,1.0,0.021351565090216153,3696.935355885511
896,7197,hour 24,1.0,0.0,7197.0,2.0,0.0,7197.0
897,2795,hour 1,0.0,0.8090669248215284,14638.637110869446,1.0,0.8150598543929426,15112.997725969895
900,3904,hour 23,1.0,0.021724438884864146,3990.6956231737327,3.0,0.02205865980218666,3992.059482024062
904,6247,hour 1,0.0,0.8090669248215284,32718.270494311782,1.0,0.8150598543929426,33778.49616963647
905,3503,hour 21,0.0,0.06829150470633105,3759.7596433805998,1.0,0.06717384420128529,3755.2549081351845
907,8911,hour 23,0.0,0.022090288934363222,9112.293189408669,1.0,0.021351565090216153,9105.414858014314
908,3716,hour 24,0.0,0.0,3716.0,2.0,0.0,3716.0
909,3872,hour 22,0.0,0.044946664095258465,4054.2238369671527,1.0,0.044269514201368265,4051.3513564072014
910,5100,hour 19,0.0,0.11404228367867734,5756.482398704355,2.0,0.11477299909394767,5761.234118231844
918,3090,hour 18,0.0,0.13795094439466954,3584.4827854143446,0.0,0.14101433183871478,3597.266071521713
919,3599,hour 19,1.0,0.11702508144506235,4075.993467504224,2.0,0.11477299909394767,4065.623841473805
920,3742,hour 22,1.0,0.04555268294746415,3920.593555185224,0.0,0.044726577455825874,3917.2030872940577
922,3320,hour 18,0.0,0.13795094439466954,3851.288947435477,1.0,0.13669242395983358,3845.6745801168936
928,3646,hour 24,1.0,0.0,3646.0,0.0,0.0,3646.0
931,4906,hour 21,1.0,0.06986376576233566,5274.496164554794,2.0,0.06979056944271811,5274.081125000905
932,3069,hour 14,0.0,0.273949721552534,4226.979991747307,1.0,0.27324024855531603,4222.853554973719
937,3527,hour 18,0.0,0.13795094439466954,4091.4144932544964,1.0,0.13669242395983358,4085.450073515748
938,3752,hour 24,1.0,0.0,3752.0,2.0,0.0,3752.0
939,5002,hour 17,1.0,0.1758437668697013,6069.237601955,2.0,0.1741742799188341,6056.9680483048905
941,3122,hour 1,0.0,0.8090669248215284,16351.279091282437,1.0,0.8150598543929426,16881.13735258605
944,3618,hour 21,1.0,0.06986376576233566,3889.7527768771392,3.0,0.07019385100879082,3891.133656112449
947,4165,hour 23,1.0,0.021724438884864146,4257.491616423821,3.0,0.02205865980218666,4258.946655386839
948,3437,hour 1,0.0,0.8090669248215284,18001.071824707797,1.0,0.8150598543929426,18584.391121344735
950,3795,hour 24,0.0,0.0,3795.0,1.0,0.0,3795.0
951,3426,hour 1,0.0,0.8090669248215284,17943.460014969132,1.0,0.8150598543929426,18524.912418308715
960,3707,hour 18,0.0,0.13795094439466954,4300.219315705817,1.0,0.13669242395983358,4293.95050255823
963,3933,hour 1,0.0,0.8090669248215284,20598.84070019661,1.0,0.8150598543929426,21266.339912786978
964,9137,hour 23,0.0,0.022090288934363222,9343.398369613624,1.0,0.021351565090216153,9336.345590582067
966,3614,hour 15,0.0,0.2399319183518102,4754.837214270498,1.0,0.23928971379195121,4750.82309983593
970,5616,hour 22,0.0,0.044946664095258465,5880.299862708556,3.0,0.04539681325758836,5883.0727552509325
971,6387,hour 1,1.0,0.7848918709421551,29692.043847782552,3.0,0.7867050903026241,29944.455819700128
972,3771,hour 1,0.0,0.8090669248215284,19750.37586586357,1.0,0.8150598543929426,20390.38083171108
974,2977,hour 1,1.0,0.7848918709421551,13839.551359769635,0.0,0.7840067423939935,13782.837635748558
976,3783,hour 1,1.0,0.7848918709421551,17586.504129663597,0.0,0.7840067423939935,17514.435598265634
977,3933,hour 23,1.0,0.021724438884864146,4020.3396224237426,2.0,0.022376659513252316,4023.0217887819695
978,3313,hour 23,0.0,0.022090288934363222,3387.8383275177775,0.0,0.02135374878466861,3385.2886023787987
979,3204,hour 20,0.0,0.09144432717405883,3526.4762477728914,1.0,0.09071918572273498,3523.6639217409147
980,4092,hour 1,0.0,0.8090669248215284,21431.593222782747,1.0,0.8150598543929426,22126.077529398503
982,3018,hour 17,0.0,0.17145845538078722,3642.5451681931468,1.0,0.17048161302869363,3638.2557004181213
983,4063,hour 1,1.0,0.7848918709421551,18888.175067095744,2.0,0.7857769156876936,18966.209981725082
984,6075,hour 1,1.0,0.7848918709421551,28241.61051750102,3.0,0.7867050903026241,28481.692360212663
985,3515,hour 1,1.0,0.7848918709421551,16340.619089549973,0.0,0.7840067423939935,16273.656126857972
986,3238,hour 21,1.0,0.06986376576233566,3481.2104730591973,0.0,0.06992211848965856,3481.428882860706
987,8583,hour 1,1.0,0.7848918709421551,39900.86305707181,0.0,0.7840067423939935,39737.351504074526
988,7608,hour 1,0.0,0.8090669248215284,39846.42259015912,1.0,0.8150598543929426,41137.63388163827
990,3675,hour 19,0.0,0.11404228367867734,4148.05349318402,1.0,0.11326690527320496,4144.426346388118
991,5641,hour 1,0.0,0.8090669248215284,29544.38352143633,1.0,0.8150598543929426,30501.760347834053
994,3572,hour 1,0.0,0.8090669248215284,18708.125853318663,1.0,0.8150598543929426,19314.35702224131
995,3617,hour 1,1.0,0.7848918709421551,16814.799216757398,0.0,0.7840067423939935,16745.89308985641
996,4542,hour 17,0.0,0.17145845538078722,5481.921853523284,1.0,0.17048161302869363,5475.466332438405
997,4583,hour 24,1.0,0.0,4583.0,3.0,0.0,4583.0
1000,2845,hour 23,0.0,0.022090288934363222,2909.2665384207903,1.0,0.021351565090216153,2907.070505111741
1001,6201,hour 18,0.0,0.13795094439466954,7193.32613344801,1.0,0.13669242395983358,7182.839780513511
1002,6675,hour 1,0.0,0.8090669248215284,34959.89363687068,1.0,0.8150598543929426,36092.7584332197
1003,5532,hour 23,0.0,0.022090288934363222,5656.9639685567,1.0,0.021351565090216153,5652.6938609062045
1009,8236,hour 20,0.0,0.09144432717405883,9064.937071366272,1.0,0.09071918572273498,9057.707883726021
1013,4033,hour 1,1.0,0.7848918709421551,18748.71032379944,2.0,0.7857769156876936,18826.169051512985
1014,6169,hour 19,0.0,0.11404228367867734,6963.086258354346,1.0,0.11326690527320496,6956.99758663083
1017,5501,hour 22,1.0,0.04555268294746415,5763.544935081218,3.0,0.04539681325758836,5762.603850896613
1018,5496,hour 18,0.0,0.13795094439466954,6375.50724551367,1.0,0.13669242395983358,6366.213100097122
1020,3909,hour 1,0.0,0.8090669248215284,20473.142206221346,1.0,0.8150598543929426,21136.56819707203
1021,3553,hour 24,1.0,0.0,3553.0,2.0,0.0,3553.0
1022,3759,hour 21,0.0,0.06829150470633105,4034.523693824629,3.0,0.07019385100879082,4042.7781684153388
1025,17222,hour 1,1.0,0.7848918709421551,80062.06030163004,3.0,0.7867050903026241,80742.6676259395
1027,6233,hour 1,0.0,0.8090669248215284,32644.946372826213,1.0,0.8150598543929426,33702.796002136085
1033,4301,hour 20,0.0,0.09144432717405883,4733.887122868667,1.0,0.09071918572273498,4730.111899939973
1034,3416,hour 22,0.0,0.044946664095258465,3576.7635917044922,1.0,0.044269514201368265,3574.22939914437
1035,3710,hour 1,1.0,0.7848918709421551,17247.13992097593,3.0,0.7867050903026241,17393.75780352082
1036,2981,hour 15,0.0,0.2399319183518102,3922.017082385267,1.0,0.23928971379195121,3918.706048868541
1037,17541,hour 18,1.0,0.1410032668717371,20420.333772539307,3.0,0.1422641523843391,20450.351992120388
1038,3757,hour 1,0.0,0.8090669248215284,19677.051744378,1.0,0.8150598543929426,20314.680664210697
1039,4470,hour 18,0.0,0.13795094439466954,5185.31975754114,1.0,0.13669242395983358,5177.760654554974
1044,3407,hour 21,0.0,0.06829150470633105,3656.723124464089,1.0,0.06717384420128529,3652.3418418545743
1046,6189,hour 21,0.0,0.06829150470633105,6642.63557889881,1.0,0.06717384420128529,6634.676741778092
1054,5818,hour 1,1.0,0.7848918709421551,27046.86254992937,3.0,0.7867050903026241,27276.78784390408
1056,10309,hour 1,0.0,0.8090669248215284,53992.740599625446,1.0,0.8150598543929426,55742.359054391294
1058,3155,hour 1,1.0,0.7848918709421551,14667.042169994356,3.0,0.7867050903026241,14791.726649624849
1059,3447,hour 1,0.0,0.8090669248215284,18053.44619719749,1.0,0.8150598543929426,18638.462669559296
1060,3259,hour 16,0.0,0.20586989900107153,4103.861566134486,1.0,0.20496667940129043,4099.199260662144
1067,6865,hour 1,0.0,0.8090669248215284,35955.006714174866,1.0,0.8150598543929426,37120.117849296366
1069,3820,hour 21,1.0,0.06986376576233566,4106.92526469615,0.0,0.06992211848965856,4107.182931602191
1070,10154,hour 1,0.0,0.8090669248215284,53180.93782603519,1.0,0.8150598543929426,54904.25005706559
1071,2662,hour 22,1.0,0.04555268294746415,2789.0486488249776,3.0,0.04539681325758836,2788.5932468799824
1075,3200,hour 17,0.0,0.17145845538078722,3862.208263160394,1.0,0.17048161302869363,3857.66011972763
1076,3402,hour 21,1.0,0.06986376576233566,3657.5287304964145,0.0,0.06992211848965856,3657.7582024373446
1078,4072,hour 1,1.0,0.7848918709421551,18930.014490084635,2.0,0.7857769156876936,19008.222260788712
1079,13369,hour 14,0.0,0.273949721552534,18413.325353427743,1.0,0.27324024855531603,18395.350008616373
1080,6210,hour 24,0.0,0.0,6210.0,1.0,0.0,6210.0
1082,3229,hour 17,0.0,0.17145845538078722,3897.209525545285,1.0,0.17048161302869363,3892.6201645626616
1083,3275,hour 1,1.0,0.7848918709421551,15224.901143179562,0.0,0.7840067423939935,15162.510331567526
1086,2965,hour 23,1.0,0.021724438884864146,3030.8433715958295,2.0,0.022376659513252316,3032.865396323046
1091,5804,hour 20,1.0,0.09342265784630799,6402.101321230735,2.0,0.09236119495398287,6394.614209675333
1094,5547,hour 23,1.0,0.021724438884864146,5670.181511717391,2.0,0.022376659513252316,5673.964368770298
1096,14642,hour 22,0.0,0.044946664095258465,15331.080945473412,1.0,0.044269514201368265,15320.218636496445
1098,2890,hour 19,0.0,0.11404228367867734,3262.0066925991346,1.0,0.11326690527320496,3259.154324098411
1099,5681,hour 1,1.0,0.7848918709421551,26409.97355554293,0.0,0.7840067423939935,26301.746929354234
1100,5838,hour 24,1.0,0.0,5838.0,3.0,0.0,5838.0
1102,5680,hour 15,0.0,0.2399319183518102,7473.014769523085,1.0,0.23928971379195121,7466.705923372463
1104,3713,hour 22,0.0,0.044946664095258465,3887.7409882900406,1.0,0.044269514201368265,3884.98646341424
1109,4102,hour 19,1.0,0.11702508144506235,4645.658572854217,2.0,0.11477299909394767,4633.8396770562795
1110,3773,hour 1,1.0,0.7848918709421551,17540.015881898165,2.0,0.7857769156876936,17612.48098967481
1111,3795,hour 24,1.0,0.0,3795.0,2.0,0.0,3795.0
1114,9565,hour 1,1.0,0.7848918709421551,44466.008987637404,2.0,0.7857769156876936,44649.71658262378
1120,9859,hour 1,1.0,0.7848918709421551,45832.76347194116,0.0,0.7840067423939935,45644.94331570206
1121,2860,hour 15,0.0,0.2399319183518102,3762.8208170485955,1.0,0.23928971379195121,3759.6441797262755
1122,4703,hour 23,1.0,0.021724438884864146,4807.438912855037,2.0,0.022376659513252316,4810.646191874295
1123,3780,hour 21,0.0,0.06829150470633105,4057.0629323376156,1.0,0.06717384420128529,4052.2019847990287
1124,4291,hour 16,0.0,0.20586989900107153,5403.396741418557,1.0,0.20496667940129043,5397.25806305654
1126,3064,hour 23,0.0,0.022090288934363222,3133.21359357515,1.0,0.021351565090216153,3130.848515874297
1131,5656,hour 24,1.0,0.0,5656.0,0.0,0.0,5656.0
1132,3458,hour 1,0.0,0.8090669248215284,18111.058006936153,1.0,0.8150598543929426,18697.941372595313
1134,9884,hour 20,0.0,0.09144432717405883,10878.805004053453,1.0,0.09071918572273498,10870.129276681399
1136,2764,hour 18,0.0,0.13795094439466954,3206.314051419174,1.0,0.13669242395983358,3201.639921519004
1139,4914,hour 20,1.0,0.09342265784630799,5420.386955983431,3.0,0.09361335628053868,5421.527373610492
1141,3946,hour 24,0.0,0.0,3946.0,1.0,0.0,3946.0
1142,3951,hour 23,0.0,0.022090288934363222,4040.250296414953,1.0,0.021351565090216153,4037.200550332685
1146,3832,hour 23,1.0,0.021724438884864146,3917.096728484053,2.0,0.022376659513252316,3919.7100164283006
1147,4113,hour 23,1.0,0.021724438884864146,4204.336859147941,3.0,0.02205865980218666,4205.77373195824
1148,7861,hour 14,0.0,0.273949721552534,10827.073872637857,1.0,0.27324024855531603,10816.504332241253
1152,4296,hour 24,1.0,0.0,4296.0,3.0,0.0,4296.0
1153,4163,hour 20,0.0,0.09144432717405883,4581.997696466463,1.0,0.09071918572273498,4578.3436036852145
1157,3630,hour 22,1.0,0.04555268294746415,3803.2481574886056,0.0,0.044726577455825874,3799.9591680591743
1160,3570,hour 1,0.0,0.8090669248215284,18697.650978820722,1.0,0.8150598543929426,19303.5427125984
1161,4437,hour 23,0.0,0.022090288934363222,4537.228692784902,1.0,0.021351565090216153,4533.803807093425
1162,3659,hour 21,1.0,0.06986376576233566,3933.8323412364434,2.0,0.06979056944271811,3933.5227958374053
1164,6650,hour 24,0.0,0.0,6650.0,1.0,0.0,6650.0
1165,4808,hour 23,1.0,0.021724438884864146,4914.770634277486,0.0,0.02135374878466861,4912.909025124438
1168,4618,hour 1,0.0,0.8090669248215284,24186.485215740646,1.0,0.8150598543929426,24970.24096548443
1169,5185,hour 23,1.0,0.021724438884864146,5300.142624527613,2.0,0.022376659513252316,5303.678610433387
1173,6197,hour 24,1.0,0.0,6197.0,3.0,0.0,6197.0
1182,5277,hour 1,0.0,0.8090669248215284,27637.956362811474,1.0,0.8150598543929426,28533.55599282402
1183,3107,hour 23,1.0,0.021724438884864146,3175.9967472338085,3.0,0.02205865980218666,3177.082174858802
1184,4713,hour 22,1.0,0.04555268294746415,4937.936244144297,0.0,0.044726577455825874,4933.6659942322
1187,5124,hour 17,0.0,0.17145845538078722,6184.360981385581,1.0,0.17048161302869363,6177.078266713867
1195,5231,hour 1,1.0,0.7848918709421551,24318.002406098407,3.0,0.7867050903026241,24524.729668522214
1196,13570,hour 20,0.0,0.09144432717405883,14935.793596216648,1.0,0.09071918572273498,14923.882465051252
1198,5520,hour 21,0.0,0.06829150470633105,5924.599837699375,1.0,0.06717384420128529,5917.50131113509
1199,4360,hour 1,1.0,0.7848918709421551,20268.876025729125,2.0,0.7857769156876936,20352.61519082485
1200,3205,hour 21,1.0,0.06986376576233566,3445.7317993065867,0.0,0.06992211848965856,3445.947983189797
1201,9986,hour 1,0.0,0.8090669248215284,52301.048368208336,3.0,0.7867050903026241,46817.807392441755
1202,2707,hour 20,0.0,0.09144432717405883,2979.4541831214788,1.0,0.09071918572273498,2977.078101171241
1204,4010,hour 24,1.0,0.0,4010.0,3.0,0.0,4010.0
1207,3546,hour 22,1.0,0.04555268294746415,3715.239109216142,2.0,0.04701612678070596,3720.9443933412913
1208,8725,hour 1,1.0,0.7848918709421551,40560.996175340966,2.0,0.7857769156876936,40728.57053668505
1211,8003,hour 1,0.0,0.8090669248215284,41915.210303502034,2.0,0.7857769156876936,37358.25214958057
1213,2867,hour 21,1.0,0.06986376576233566,3082.344171173786,3.0,0.07019385100879082,3083.438416825426
1216,2868,hour 17,0.0,0.17145845538078722,3461.504155857503,1.0,0.17048161302869363,3457.4278823058885
1218,4239,hour 17,0.0,0.17145845538078722,5116.219008605284,1.0,0.17048161302869363,5110.194139851695
1219,2938,hour 23,0.0,0.022090288934363222,3004.3673426644223,1.0,0.021351565090216153,3002.0995233807716
1220,3770,hour 24,0.0,0.0,3770.0,1.0,0.0,3770.0
1222,14137,hour 24,1.0,0.0,14137.0,2.0,0.0,14137.0
1223,6561,hour 18,0.0,0.13795094439466954,7610.935778350652,1.0,0.13669242395983358,7599.840638598475
1224,2892,hour 22,0.0,0.044946664095258465,3028.1031344289786,1.0,0.044269514201368265,3025.9576763248
1227,3110,hour 23,0.0,0.022090288934363222,3180.2527010504946,0.0,0.02135374878466861,3177.859207183237
1229,4573,hour 1,0.0,0.8090669248215284,23950.800539537024,1.0,0.8150598543929426,24726.918998518904
1232,3030,hour 23,1.0,0.021724438884864146,3097.286818190679,3.0,0.02205865980218666,3098.345345935684
1233,2962,hour 20,1.0,0.09342265784630799,3267.233651530916,0.0,0.09415252491613463,3269.8661545927157
1234,4443,hour 1,0.0,0.8090669248215284,23269.933697171004,1.0,0.8150598543929426,24023.988871729605
1235,4701,hour 22,1.0,0.04555268294746415,4925.363522962517,2.0,0.04701612678070596,4932.927127213032
1237,4670,hour 1,0.0,0.8090669248215284,24458.831952687055,1.0,0.8150598543929426,25251.41301620015
1238,2849,hour 17,0.0,0.17145845538078722,3438.5722942949883,1.0,0.17048161302869363,3434.5230253450054
1242,3418,hour 19,0.0,0.11404228367867734,3857.9719291708793,1.0,0.11326690527320496,3854.59843590601
1243,4110,hour 20,0.0,0.09144432717405883,4523.663351543878,1.0,0.09071918572273498,4520.0557797612855
1244,3849,hour 22,1.0,0.04555268294746415,4032.7003190561,3.0,0.04539681325758836,4032.0418509545652
1246,4224,hour 23,0.0,0.022090288934363222,4319.417173388196,1.0,0.021351565090216153,4316.156700735323
1247,4642,hour 1,1.0,0.7848918709421551,21579.844612714358,2.0,0.7857769156876936,21668.999934818567
1248,6857,hour 21,0.0,0.06829150470633105,7359.5980230261985,1.0,0.06717384420128529,7350.780161314005
1251,4203,hour 22,0.0,0.044946664095258465,4400.801339559128,1.0,0.044269514201368265,4397.683303455441
1254,3399,hour 21,0.0,0.06829150470633105,3648.136747887713,1.0,0.06717384420128529,3643.765752997857
1255,4147,hour 1,1.0,0.7848918709421551,19278.676348325385,3.0,0.7867050903026241,19442.56431568756
1257,4762,hour 1,1.0,0.7848918709421551,22137.703585899566,3.0,0.7867050903026241,22325.89613486958
1258,5405,hour 20,1.0,0.09342265784630799,5961.984431642337,3.0,0.09361335628053868,5963.238798202016
1260,3476,hour 22,1.0,0.04555268294746415,3641.898235655756,3.0,0.04539681325758836,3641.3035785705556
