name,price,distance,hour,source
Lyft,10.5,3.22,3,Northeastern University
Lyft,7.0,0.69,9,North Station
Lyft,11.0,2.89,2,North End
UberX,8.0,2.86,3,Northeastern University
Lyft,13.5,4.58,4,Boston University
Lyft,7.0,1.43,10,Fenway
Lyft,10.5,2.37,1,Back Bay
UberX,9.5,2.61,16,Northeastern University
UberX,10.5,2.14,3,West End
Lyft,11.0,3.26,13,Fenway
Lyft,11.0,2.99,4,West End
UberX,9.5,2.56,6,West End
Lyft,7.0,0.67,1,Haymarket Square
Lyft,13.5,1.38,0,Back Bay
Lyft,7.0,0.63,12,North Station
Lyft,9.0,2.84,18,Northeastern University
Lyft,10.5,2.91,14,North End
UberX,10.5,2.67,3,Theatre District
Lyft,9.0,1.24,3,North End
UberX,8.0,1.04,16,North End
Lyft,11.0,2.72,14,Fenway
UberX,10.5,3.05,5,Boston University
Lyft,13.5,2.78,21,Fenway
UberX,9.5,1.5,7,South Station
UberX,8.0,1.16,15,North End
UberX,12.5,3.89,9,Boston University
UberX,7.5,1.41,10,Back Bay
Lyft,7.0,0.56,21,Theatre District
UberX,12.0,1.61,4,Theatre District
Lyft,7.0,1.25,15,Financial District
Lyft,10.5,1.95,21,Back Bay
UberX,7.0,1.22,7,Back Bay
UberX,7.5,1.35,1,Beacon Hill
Lyft,10.5,2.03,0,North Station
UberX,8.5,1.8,9,Theatre District
Lyft,11.0,3.25,11,Northeastern University
Lyft,13.5,4.36,11,Fenway
UberX,8.0,1.34,1,Back Bay
UberX,8.5,2.72,23,Fenway
Lyft,7.0,0.43,14,Haymarket Square
Lyft,11.0,3.15,12,Theatre District
Lyft,11.0,2.94,20,West End
Lyft,7.0,1.44,19,Fenway
UberX,7.5,1.21,20,Financial District
UberX,7.0,0.39,22,Financial District
Lyft,9.0,2.33,22,Beacon Hill
UberX,9.5,1.81,3,Theatre District
Lyft,7.0,1.02,4,North End
UberX,12.0,3.01,14,North Station
Lyft,9.0,2.12,1,North Station
Lyft,9.0,1.94,21,North End
Lyft,13.5,3.95,14,Northeastern University
Lyft,10.5,3.25,10,Fenway
Lyft,10.5,2.63,2,Boston University
Lyft,13.5,4.8,4,Theatre District
Lyft,7.0,0.44,12,Financial District
Lyft,11.0,2.88,12,West End
Lyft,7.0,1.1,18,Financial District
UberX,10.5,1.61,1,Theatre District
Lyft,10.5,1.03,3,North Station
Lyft,13.5,1.44,8,Fenway
UberX,9.5,2.66,6,Theatre District
UberX,9.5,1.64,12,Northeastern University
Lyft,10.5,2.77,22,South Station
Lyft,9.0,2.43,2,Fenway
UberX,7.0,1.25,11,Financial District
Lyft,11.0,3.45,13,Boston University
Lyft,9.0,1.73,23,South Station
Lyft,16.5,2.37,22,Fenway
Lyft,7.0,0.77,10,West End
UberX,8.5,2.86,9,Northeastern University
Lyft,7.0,0.75,23,West End
Lyft,7.0,0.48,19,Financial District
UberX,7.0,1.5,16,Fenway
UberX,9.5,1.16,0,Haymarket Square
UberX,9.5,2.62,5,Northeastern University
Lyft,11.0,3.21,12,Fenway
UberX,7.5,1.23,10,Beacon Hill
UberX,9.5,2.86,23,Northeastern University
UberX,9.5,2.5,13,South Station
UberX,14.0,5.56,12,Financial District
UberX,10.5,1.4,22,Back Bay
Lyft,13.5,5.31,9,Financial District
Lyft,10.5,2.88,20,North End
Lyft,10.5,2.36,1,Beacon Hill
UberX,8.5,2.14,13,West End
Lyft,9.0,1.14,17,South Station
UberX,8.0,1.34,3,Northeastern University
Lyft,10.5,2.89,13,North End
UberX,9.5,2.84,6,West End
Lyft,7.0,1.1,11,West End
UberX,10.5,3.17,10,Back Bay
Lyft,13.5,4.72,23,Boston University
UberX,7.0,0.56,18,North Station
Lyft,7.0,0.64,17,Theatre District
UberX,13.0,2.6,14,Haymarket Square
UberX,7.0,1.5,4,Fenway
Lyft,9.0,2.1,2,West End
Lyft,7.0,0.65,7,Haymarket Square
Lyft,7.0,0.64,20,Haymarket Square
UberX,7.5,1.22,4,Back Bay
Lyft,13.5,4.72,14,Boston University
UberX,9.5,2.3,7,Haymarket Square
UberX,9.5,2.66,13,Theatre District
UberX,11.5,2.2,6,Back Bay
Lyft,10.5,1.72,15,Theatre District
Lyft,9.0,1.67,14,South Station
Lyft,7.0,1.53,17,Boston University
UberX,7.5,1.57,13,Theatre District
Lyft,10.5,3.18,3,Boston University
Lyft,10.5,2.57,22,South Station
UberX,10.5,1.34,1,Back Bay
UberX,10.5,2.84,17,West End
Lyft,10.5,2.86,16,Fenway
Lyft,11.0,3.48,23,North End
Lyft,10.5,3.14,16,North Station
UberX,11.0,1.04,12,North End
UberX,11.0,2.46,2,Fenway
Lyft,10.5,2.45,21,Northeastern University
Lyft,7.0,1.41,5,Back Bay
Lyft,10.5,1.97,20,Haymarket Square
UberX,9.5,1.49,7,Beacon Hill
UberX,19.5,4.48,13,Financial District
UberX,12.5,2.61,0,Northeastern University
UberX,7.5,1.3,9,South Station
UberX,9.5,2.62,3,Theatre District
Lyft,7.0,1.46,14,Back Bay
Lyft,9.0,1.96,16,South Station
Lyft,10.5,2.96,10,West End
Lyft,16.5,5.23,4,Financial District
Lyft,9.0,2.13,4,North Station
Lyft,13.5,3.4,14,Financial District
Lyft,7.0,0.55,1,Theatre District
Lyft,10.5,3.13,1,Theatre District
Lyft,7.0,1.05,3,Haymarket Square
Lyft,10.5,2.62,15,Boston University
UberX,9.5,2.62,8,Theatre District
UberX,7.5,1.3,11,South Station
Lyft,9.0,2.84,3,Northeastern University
Lyft,13.5,3.44,11,Financial District
UberX,8.5,2.17,15,North Station
Lyft,13.5,5.28,21,Financial District
UberX,10.5,2.36,14,Haymarket Square
UberX,9.5,2.17,7,North Station
UberX,8.5,2.21,12,Beacon Hill
UberX,10.5,3.39,0,Boston University
Lyft,11.0,3.15,23,Theatre District
UberX,9.5,2.29,14,South Station
UberX,9.5,3.37,7,North Station
Lyft,11.0,3.14,13,North Station
Lyft,11.0,3.11,0,West End
Lyft,10.5,1.54,21,North End
UberX,9.5,1.56,5,Boston University
Lyft,9.0,1.25,3,North End
UberX,7.5,1.04,3,North End
Lyft,11.0,3.01,3,West End
UberX,10.5,2.71,5,Theatre District
UberX,9.5,3.04,9,Boston University
UberX,12.0,3.58,18,West End
Lyft,7.0,1.15,21,South Station
Lyft,7.0,0.69,14,Haymarket Square
Lyft,13.5,3.46,8,Boston University
Lyft,11.0,2.72,16,Fenway
Lyft,7.0,1.06,14,Back Bay
UberX,8.0,1.64,20,Northeastern University
Lyft,7.0,0.56,16,Haymarket Square
UberX,8.0,1.61,2,Theatre District
Lyft,9.0,2.83,18,Fenway
UberX,7.5,1.25,19,Financial District
UberX,9.0,2.21,23,Northeastern University
UberX,10.5,3.3,23,Financial District
UberX,9.5,2.72,0,Fenway
UberX,16.0,2.46,3,Fenway
Lyft,9.0,1.4,21,Back Bay
UberX,10.5,2.84,17,West End
Lyft,10.5,2.83,3,West End
UberX,11.5,1.89,7,South Station
Lyft,13.5,2.13,23,Theatre District
UberX,7.0,0.54,5,South Station
Lyft,13.5,5.42,8,Financial District
Lyft,7.0,0.68,1,Haymarket Square
UberX,8.5,1.56,0,Boston University
Lyft,11.0,2.31,2,Beacon Hill
Lyft,13.5,4.51,13,Financial District
UberX,10.5,2.84,7,West End
Lyft,10.5,1.75,22,North End
UberX,12.5,4.48,0,Financial District
Lyft,7.0,1.24,17,Northeastern University
Lyft,13.5,4.51,11,Financial District
Lyft,9.0,1.75,6,North End
UberX,11.5,3.61,9,North End
UberX,10.5,2.84,0,West End
Lyft,9.0,2.2,6,Theatre District
UberX,7.0,1.08,21,Back Bay
UberX,6.5,0.68,19,Haymarket Square
Lyft,10.5,3.32,23,South Station
Lyft,10.5,2.38,17,South Station
UberX,10.5,2.79,6,Boston University
Lyft,11.0,3.2,17,Fenway
Lyft,10.5,3.16,0,Theatre District
Lyft,7.0,1.59,12,Beacon Hill
Lyft,11.0,3.23,4,Fenway
UberX,10.5,1.41,0,North End
UberX,7.5,1.04,2,North End
UberX,14.0,2.46,10,Fenway
UberX,10.5,3.39,12,North Station
UberX,11.5,3.45,15,Back Bay
UberX,9.5,2.27,12,Beacon Hill
Lyft,7.0,1.73,11,Theatre District
Lyft,9.0,2.31,16,Haymarket Square
Lyft,10.5,2.38,22,Fenway
UberX,7.5,0.72,16,West End
Lyft,11.0,2.18,10,Northeastern University
Lyft,9.0,2.28,16,Beacon Hill
Lyft,10.5,1.17,6,Financial District
Lyft,11.0,3.43,10,Financial District
UberX,7.5,1.5,2,South Station
UberX,8.0,1.61,13,Theatre District
UberX,10.5,3.05,19,North Station
UberX,10.5,1.92,23,Beacon Hill
Lyft,10.5,3.04,20,West End
Lyft,7.0,1.19,19,Haymarket Square
Lyft,7.0,1.33,19,Northeastern University
UberX,13.5,1.41,17,North End
UberX,11.5,2.61,1,West End
Lyft,10.5,3.02,0,West End
Lyft,9.0,2.22,18,Beacon Hill
UberX,7.0,0.39,0,Financial District
Lyft,10.5,2.96,21,West End
Lyft,9.0,1.72,11,South Station
UberX,7.5,1.05,4,West End
Lyft,11.0,2.52,19,North End
Lyft,13.5,4.22,4,Fenway
UberX,8.5,1.16,7,Haymarket Square
Lyft,7.0,0.99,10,Financial District
UberX,8.5,1.63,0,South Station
Lyft,13.5,4.53,7,Financial District
UberX,7.0,0.55,10,Theatre District
Lyft,10.5,2.95,20,West End
Lyft,9.0,2.49,21,Beacon Hill
Lyft,13.5,3.21,8,Fenway
Lyft,7.0,1.13,5,North End
UberX,7.5,1.5,1,Fenway
UberX,8.5,0.99,11,Haymarket Square
Lyft,13.5,4.35,14,Financial District
Lyft,9.0,1.82,13,North End
Lyft,11.0,3.23,19,Fenway
Lyft,7.0,1.0,7,Haymarket Square
Lyft,10.5,0.89,18,West End
Lyft,11.0,2.54,20,South Station
Lyft,7.0,1.47,20,Northeastern University
Lyft,7.0,1.49,5,Back Bay
Lyft,7.0,1.4,11,Haymarket Square
Lyft,13.5,3.97,20,Fenway
Lyft,10.5,1.7,8,Theatre District
UberX,8.5,0.99,4,Haymarket Square
UberX,14.0,3.1,0,Boston University
UberX,9.5,2.27,10,Beacon Hill
Lyft,7.0,1.15,19,North End
Lyft,16.5,1.73,1,Theatre District
Lyft,7.0,1.11,10,Haymarket Square
UberX,8.5,1.35,22,Beacon Hill
Lyft,7.0,0.66,21,Haymarket Square
UberX,17.5,3.16,14,Back Bay
UberX,9.0,2.27,6,Beacon Hill
Lyft,9.0,2.38,15,Haymarket Square
Lyft,9.0,2.25,2,Beacon Hill
UberX,8.0,1.46,21,North End
Lyft,7.0,0.99,11,Haymarket Square
UberX,10.5,3.45,4,Back Bay
UberX,9.5,1.91,22,Northeastern University
UberX,7.0,0.49,10,Haymarket Square
UberX,7.0,0.98,21,West End
Lyft,7.0,1.46,8,Beacon Hill
Lyft,11.0,1.5,5,North End
Lyft,7.0,1.43,0,Back Bay
UberX,10.5,2.32,3,Back Bay
Lyft,13.5,4.55,7,Financial District
Lyft,11.0,3.25,14,Northeastern University
UberX,15.0,2.35,14,Back Bay
UberX,8.5,1.57,9,Theatre District
UberX,9.0,2.86,16,Northeastern University
Lyft,7.0,1.03,16,Financial District
Lyft,13.5,5.45,2,Financial District
UberX,8.0,1.14,15,Haymarket Square
UberX,10.5,2.04,20,Haymarket Square
UberX,8.5,1.61,23,Theatre District
Lyft,7.0,1.46,8,Back Bay
UberX,11.5,4.55,0,Northeastern University
UberX,11.5,2.11,13,Theatre District
UberX,10.5,1.3,8,South Station
Lyft,9.0,2.67,15,Boston University
Lyft,9.0,1.53,7,Beacon Hill
UberX,7.5,1.35,9,Beacon Hill
Lyft,7.0,1.44,1,Northeastern University
Lyft,9.0,2.53,19,Beacon Hill
Lyft,10.5,2.96,19,West End
Lyft,7.0,1.14,9,South Station
UberX,9.5,1.16,17,Haymarket Square
Lyft,11.0,2.64,2,Boston University
Lyft,10.5,2.85,11,Fenway
Lyft,16.5,3.68,0,Boston University
Lyft,10.5,1.99,1,Northeastern University
Lyft,10.5,1.72,5,South Station
UberX,9.5,2.32,1,Beacon Hill
Lyft,11.0,2.9,9,North End
UberX,12.0,3.29,22,Financial District
UberX,13.0,3.22,12,Northeastern University
Lyft,13.5,4.03,14,Boston University
UberX,7.0,0.92,6,North End
UberX,9.5,2.86,6,Northeastern University
Lyft,13.5,2.92,6,West End
Lyft,11.0,2.56,17,Northeastern University
UberX,6.0,0.72,19,West End
UberX,7.5,1.08,5,North Station
UberX,9.5,1.97,0,Beacon Hill
Lyft,10.5,2.13,19,Theatre District
UberX,10.5,2.84,17,West End
UberX,14.0,5.56,2,Financial District
Lyft,13.5,4.75,2,Theatre District
Lyft,11.0,2.96,11,Boston University
UberX,8.0,1.81,6,Theatre District
UberX,7.5,1.36,6,Haymarket Square
UberX,11.0,3.15,10,West End
UberX,11.5,4.4,5,Fenway
UberX,19.5,5.56,4,Financial District
UberX,10.5,3.16,18,Back Bay
UberX,8.5,1.71,1,West End
UberX,10.5,3.05,22,North Station
UberX,13.0,4.73,16,Financial District
Lyft,7.0,0.55,6,Theatre District
UberX,8.0,1.22,12,Back Bay
Lyft,10.5,3.15,1,Theatre District
Lyft,9.0,2.37,0,Beacon Hill
Lyft,7.0,1.26,6,Financial District
UberX,12.0,4.4,3,Fenway
Lyft,11.0,3.48,15,Boston University
UberX,8.5,1.41,4,North End
UberX,10.5,2.59,16,Northeastern University
UberX,8.5,1.3,17,South Station
UberX,10.5,3.19,9,Back Bay
UberX,7.5,1.34,5,Back Bay
Lyft,9.0,2.4,5,Fenway
Lyft,9.0,2.32,16,North End
UberX,10.5,2.8,0,West End
UberX,12.0,3.05,12,North Station
Lyft,7.0,0.51,20,Financial District
Lyft,9.0,2.06,4,North Station
UberX,7.5,1.21,10,Financial District
Lyft,7.0,1.39,15,Beacon Hill
Lyft,10.5,3.04,23,Boston University
Lyft,9.0,2.39,5,Beacon Hill
Lyft,9.0,2.42,15,Fenway
UberX,11.0,2.84,19,West End
Lyft,11.0,3.17,1,Northeastern University
Lyft,7.0,1.65,16,South Station
Lyft,9.0,2.82,9,Northeastern University
Lyft,7.0,1.41,13,Northeastern University
Lyft,11.0,2.43,22,Back Bay
Lyft,7.0,1.25,23,Northeastern University
Lyft,11.0,2.62,0,Back Bay
Lyft,11.0,3.24,16,Northeastern University
UberX,7.0,0.99,1,Haymarket Square
Lyft,11.0,3.23,21,Fenway
Lyft,10.5,3.12,0,Theatre District
UberX,12.5,4.48,23,Financial District
UberX,10.5,3.39,21,Boston University
Lyft,7.0,1.24,14,North End
Lyft,7.0,1.01,6,Financial District
UberX,11.5,3.42,5,Boston University
Lyft,13.5,4.61,13,Boston University
Lyft,7.0,0.59,2,Theatre District
UberX,7.5,1.17,2,Boston University
UberX,7.0,1.1,13,Back Bay
UberX,8.5,2.27,15,Beacon Hill
Lyft,10.5,1.0,23,North End
Lyft,7.0,1.06,0,Haymarket Square
Lyft,10.5,3.05,22,West End
Lyft,10.5,2.36,1,Haymarket Square
Lyft,7.0,0.56,5,Haymarket Square
Lyft,11.0,2.81,2,Northeastern University
UberX,10.5,2.48,21,Beacon Hill
Lyft,13.5,4.52,21,Fenway
Lyft,11.0,3.28,11,North Station
UberX,7.0,1.59,23,Theatre District
Lyft,11.0,3.14,2,North Station
UberX,7.0,0.99,18,Haymarket Square
UberX,9.5,2.79,22,Boston University
UberX,9.5,1.34,21,North Station
UberX,16.0,5.56,7,Financial District
UberX,13.0,4.57,15,Northeastern University
Lyft,7.0,1.14,5,North End
UberX,10.5,3.07,11,Fenway
UberX,8.5,1.23,20,West End
UberX,10.5,2.79,17,Boston University
Lyft,7.0,1.49,15,Beacon Hill
Lyft,7.0,1.05,17,North Station
Lyft,16.5,1.94,18,Back Bay
UberX,8.0,1.25,15,Financial District
UberX,7.5,1.04,20,North End
UberX,10.5,3.3,8,North Station
UberX,9.5,1.56,21,Boston University
UberX,9.5,1.63,12,South Station
UberX,9.5,2.62,2,Theatre District
UberX,8.0,1.03,20,North End
Lyft,10.5,3.15,14,North Station
UberX,9.5,1.92,11,Beacon Hill
UberX,11.0,1.5,1,Fenway
UberX,8.5,2.86,11,Northeastern University
Lyft,5.0,0.57,18,South Station
Lyft,10.5,3.22,13,Fenway
UberX,9.0,2.48,1,Beacon Hill
UberX,11.0,3.05,7,North Station
UberX,10.5,1.79,15,North End
Lyft,7.0,0.72,13,North Station
Lyft,22.5,4.96,4,Theatre District
Lyft,7.0,1.11,3,Back Bay
Lyft,10.5,2.07,23,Beacon Hill
UberX,7.5,0.61,14,Haymarket Square
UberX,8.5,0.91,22,Haymarket Square
UberX,8.0,1.64,9,Northeastern University
UberX,9.5,2.5,6,South Station
Lyft,7.0,1.09,16,West End
UberX,10.5,3.53,12,South Station
UberX,11.5,3.23,8,Northeastern University
UberX,14.0,4.72,21,Boston University
UberX,10.5,3.19,0,Back Bay
UberX,12.0,1.1,9,Back Bay
Lyft,9.0,2.41,6,Haymarket Square
UberX,7.0,0.99,10,Haymarket Square
UberX,10.5,2.46,2,Fenway
Lyft,10.5,2.35,6,Beacon Hill
Lyft,7.0,0.55,11,Haymarket Square
UberX,14.0,2.66,1,Theatre District
Lyft,7.0,1.83,19,North End
Lyft,7.0,1.68,10,South Station
Lyft,9.0,1.32,23,Back Bay
UberX,13.5,2.61,15,Northeastern University
Lyft,10.5,2.29,0,Beacon Hill
UberX,7.0,0.72,13,West End
Lyft,7.0,0.61,9,Theatre District
UberX,7.5,1.41,4,North End
Lyft,9.0,2.55,14,South Station
Lyft,16.5,4.23,19,Northeastern University
Lyft,10.5,2.42,1,North End
Lyft,10.5,2.15,3,South Station
UberX,8.0,1.43,14,Northeastern University
UberX,6.5,0.78,6,South Station
UberX,8.5,2.32,9,Beacon Hill
Lyft,9.0,2.75,3,Fenway
Lyft,9.0,2.39,3,Fenway
UberX,11.5,3.39,2,Boston University
Lyft,9.0,2.37,0,Beacon Hill
UberX,7.0,0.55,21,Theatre District
UberX,7.0,2.14,5,West End
UberX,9.5,1.57,8,Theatre District
Lyft,7.0,1.07,12,North End
UberX,21.5,2.54,5,Theatre District
UberX,7.0,1.16,11,North End
Lyft,10.5,2.34,17,Beacon Hill
Lyft,7.0,1.0,2,Financial District
UberX,7.0,0.39,9,Financial District
UberX,9.5,1.41,16,North End
UberX,9.5,2.66,9,Theatre District
UberX,9.5,2.8,18,West End
UberX,10.5,1.34,12,Back Bay
Lyft,9.0,2.42,15,Northeastern University
UberX,14.0,4.93,15,Northeastern University
Lyft,13.5,3.54,9,Boston University
Lyft,10.5,1.73,9,Theatre District
UberX,8.5,1.5,9,Fenway
UberX,7.5,1.08,18,North Station
UberX,12.5,3.79,11,Northeastern University
UberX,8.5,1.8,22,Theatre District
UberX,7.0,0.92,4,Financial District
UberX,7.0,0.56,9,North Station
UberX,12.5,3.22,19,Northeastern University
UberX,7.0,0.92,17,North End
UberX,7.0,1.5,13,Fenway
Lyft,7.0,0.8,22,Haymarket Square
Lyft,11.0,3.06,20,West End
UberX,9.5,1.8,4,Theatre District
Lyft,9.0,2.15,21,Theatre District
Lyft,10.5,3.09,10,North Station
Lyft,13.5,3.19,5,Financial District
UberX,8.0,1.5,10,Fenway
Lyft,7.0,1.69,10,South Station
Lyft,7.0,1.23,13,North End
Lyft,10.5,3.41,15,Financial District
UberX,8.0,1.04,6,North End
Lyft,7.0,1.13,10,North End
UberX,11.5,3.08,18,West End
Lyft,7.0,1.01,21,Haymarket Square
UberX,8.0,1.45,23,South Station
UberX,8.5,1.93,19,Beacon Hill
UberX,11.5,3.02,9,North Station
UberX,7.5,2.15,12,West End
UberX,9.0,2.32,19,Beacon Hill
UberX,13.0,2.58,5,South Station
UberX,7.5,0.55,18,Theatre District
Lyft,11.0,3.07,7,West End
UberX,8.5,1.97,5,Beacon Hill
Lyft,10.5,3.1,14,North Station
Lyft,11.0,2.86,15,West End
Lyft,9.0,2.45,5,Northeastern University
Lyft,7.0,0.99,12,North End
UberX,11.5,3.22,14,Northeastern University
UberX,9.5,2.27,11,Beacon Hill
UberX,9.5,2.5,11,South Station
UberX,8.0,1.41,10,North End
UberX,7.0,1.08,23,North Station
Lyft,7.0,1.53,12,Northeastern University
Lyft,13.5,2.86,0,Northeastern University
UberX,9.5,1.3,6,South Station
Lyft,11.0,2.91,5,North End
UberX,11.0,3.08,0,West End
UberX,11.5,3.53,14,South Station
Lyft,16.5,2.46,22,South Station
UberX,9.0,2.82,3,South Station
UberX,11.5,4.55,0,Northeastern University
UberX,11.0,0.39,9,Financial District
Lyft,9.0,2.43,5,Beacon Hill
Lyft,10.5,2.45,16,Beacon Hill
Lyft,9.0,2.06,8,North Station
UberX,16.5,4.48,23,Financial District
Lyft,11.0,3.45,7,Financial District
UberX,7.0,0.54,3,South Station
UberX,7.0,1.0,19,Haymarket Square
UberX,10.5,3.2,0,West End
Lyft,7.0,0.76,3,North Station
UberX,10.5,2.66,1,Fenway
UberX,7.0,1.03,5,North End
Lyft,7.0,0.73,8,North Station
UberX,10.5,3.16,18,Back Bay
Lyft,10.5,2.89,12,West End
UberX,17.0,4.48,17,Financial District
Lyft,7.0,1.1,8,North End
UberX,10.5,2.6,11,Northeastern University
UberX,12.5,4.4,7,Fenway
Lyft,9.0,2.28,23,Beacon Hill
UberX,7.0,0.92,21,North End
Lyft,9.0,1.08,21,Back Bay
UberX,8.5,1.61,17,Theatre District
Lyft,11.0,3.12,14,North Station
UberX,9.5,1.64,17,Northeastern University
UberX,7.0,1.34,6,Back Bay
Lyft,9.0,2.72,13,Fenway
Lyft,11.0,2.81,3,North End
Lyft,9.0,2.43,13,South Station
UberX,13.5,4.44,9,Financial District
Lyft,11.0,3.03,11,Theatre District
Lyft,16.5,2.48,20,Fenway
UberX,11.5,2.58,3,South Station
Lyft,9.0,1.35,12,Back Bay
Lyft,9.0,1.27,10,Haymarket Square
Lyft,10.5,3.04,6,Back Bay
UberX,7.0,0.54,8,South Station
UberX,7.0,1.22,12,Back Bay
UberX,10.5,2.61,12,Northeastern University
Lyft,10.5,2.03,9,North Station
UberX,12.5,0.55,18,Theatre District
Lyft,7.0,1.59,22,Fenway
Lyft,10.5,2.85,9,Fenway
UberX,10.5,2.66,4,Fenway
Lyft,7.0,0.58,1,South Station
UberX,7.5,0.62,8,Haymarket Square
Lyft,10.5,2.82,2,North End
UberX,10.5,2.98,20,Boston University
UberX,8.5,0.62,9,Haymarket Square
Lyft,16.5,5.14,18,Financial District
UberX,7.0,0.56,6,North Station
Lyft,10.5,2.39,8,Fenway
UberX,10.5,1.41,17,North End
UberX,11.5,3.05,18,North Station
Lyft,10.5,3.04,15,Boston University
Lyft,7.0,0.52,3,South Station
UberX,7.0,0.49,21,Haymarket Square
Lyft,11.0,2.38,13,Fenway
UberX,10.5,3.05,17,North Station
Lyft,9.0,2.83,16,North End
UberX,7.0,1.03,10,North End
Lyft,10.5,2.83,9,West End
Lyft,9.0,2.14,7,South Station
Lyft,7.0,1.03,14,Financial District
Lyft,10.5,4.46,0,Boston University
UberX,12.5,1.61,2,Theatre District
Lyft,9.0,2.43,7,Northeastern University
UberX,9.5,3.45,18,Back Bay
Lyft,9.0,1.73,8,Theatre District
Lyft,9.0,2.47,6,Fenway
UberX,7.0,1.16,0,Haymarket Square
UberX,8.5,1.23,9,West End
UberX,14.0,6.26,10,Back Bay
UberX,7.5,1.07,21,North End
UberX,7.5,1.36,16,Haymarket Square
UberX,7.0,0.63,17,South Station
Lyft,10.5,2.81,5,North End
UberX,12.5,0.61,2,Haymarket Square
Lyft,10.5,2.86,12,Fenway
Lyft,7.0,1.12,15,Back Bay
Lyft,9.0,1.11,13,North End
UberX,7.5,1.5,11,Fenway
UberX,9.5,2.61,3,Northeastern University
Lyft,7.0,1.22,12,Haymarket Square
Lyft,10.5,2.8,1,North End
UberX,10.5,0.55,20,Theatre District
Lyft,7.0,1.74,13,Theatre District
UberX,10.5,2.9,8,West End
UberX,13.5,1.78,14,Haymarket Square
Lyft,10.5,2.41,15,Northeastern University
Lyft,9.0,2.04,10,West End
Lyft,7.0,1.75,16,Theatre District
Lyft,16.5,2.5,13,Beacon Hill
Lyft,9.0,1.55,15,North End
UberX,9.5,0.82,23,Haymarket Square
UberX,13.5,3.05,7,North Station
Lyft,11.0,2.88,5,West End
UberX,8.0,1.56,22,Boston University
Lyft,10.5,2.19,19,Northeastern University
Lyft,11.0,2.48,19,South Station
Lyft,13.5,3.05,22,Northeastern University
UberX,7.0,0.4,6,Haymarket Square
Lyft,7.0,1.32,18,Beacon Hill
Lyft,11.0,2.0,19,Northeastern University
Lyft,11.0,3.12,21,North Station
Lyft,9.0,1.8,22,North End
UberX,10.5,2.48,13,Beacon Hill
Lyft,11.0,3.09,3,West End
UberX,8.0,1.25,16,Financial District
UberX,8.0,1.23,12,Beacon Hill
UberX,8.5,1.7,10,South Station
UberX,8.5,1.16,11,Haymarket Square
Lyft,9.0,1.13,19,South Station
Lyft,10.5,2.86,17,Fenway
UberX,17.0,1.35,4,Beacon Hill
Lyft,10.5,2.63,19,Fenway
UberX,13.5,4.72,16,Boston University
UberX,9.5,1.61,2,Theatre District
UberX,7.5,1.0,1,Haymarket Square
Lyft,13.5,2.98,18,Boston University
UberX,8.5,1.3,3,South Station
UberX,9.5,1.44,13,Back Bay
UberX,7.0,1.21,16,Financial District
Lyft,10.5,2.14,19,Theatre District
UberX,8.5,2.2,14,Northeastern University
Lyft,10.5,2.55,5,Northeastern University
Lyft,7.0,1.08,15,North End
Lyft,10.5,2.72,2,Northeastern University
Lyft,22.5,3.89,15,Fenway
UberX,11.5,2.32,2,Beacon Hill
Lyft,9.0,2.06,9,Beacon Hill
Lyft,10.5,2.31,6,Back Bay
Lyft,9.0,2.46,17,Fenway
Lyft,7.0,1.24,11,Financial District
UberX,12.5,4.72,16,Boston University
UberX,11.5,2.07,0,North End
Lyft,7.0,1.02,3,Financial District
UberX,11.5,2.98,17,Boston University
UberX,7.5,1.16,22,Haymarket Square
UberX,10.5,3.01,18,North Station
UberX,9.5,2.79,0,Boston University
Lyft,9.0,1.08,2,North End
UberX,9.0,2.78,18,North Station
UberX,9.5,1.79,19,Haymarket Square
UberX,7.0,1.34,2,Back Bay
UberX,9.5,3.04,10,Boston University
UberX,7.0,0.39,14,Financial District
UberX,9.5,2.61,11,Northeastern University
Lyft,7.0,1.06,2,Back Bay
UberX,8.0,2.19,11,Beacon Hill
UberX,6.0,0.39,18,Financial District
UberX,12.0,1.5,22,Fenway
UberX,13.0,6.26,16,Back Bay
Lyft,10.5,3.18,15,Northeastern University
Lyft,10.5,3.11,8,North Station
Lyft,9.0,1.74,14,Theatre District
UberX,7.0,0.49,4,Haymarket Square
Lyft,7.0,1.02,2,North End
UberX,7.0,0.91,4,Haymarket Square
Lyft,7.0,1.07,17,Back Bay
Lyft,9.0,1.62,5,Boston University
UberX,8.5,2.32,15,Beacon Hill
UberX,14.0,2.8,15,West End
Lyft,9.0,2.27,22,South Station
UberX,8.0,1.25,14,Financial District
UberX,11.5,3.61,16,North End
UberX,11.5,3.24,15,Northeastern University
Lyft,13.5,4.16,9,Northeastern University
Lyft,13.5,1.4,12,Back Bay
UberX,7.5,1.56,1,Boston University
Lyft,9.0,2.0,18,Beacon Hill
UberX,7.0,0.91,12,Haymarket Square
UberX,7.5,0.62,13,Haymarket Square
Lyft,7.0,1.48,3,Back Bay
Lyft,13.5,2.3,18,Theatre District
Lyft,9.0,2.57,23,South Station
UberX,10.5,2.66,0,Theatre District
UberX,9.5,2.33,0,Back Bay
Lyft,11.0,3.16,17,North Station
Lyft,7.0,1.0,6,North End
UberX,10.5,3.44,2,South Station
Lyft,7.0,1.13,0,South Station
Lyft,11.0,2.51,20,Fenway
UberX,9.0,2.32,15,Back Bay
